word,antonym
prefrontal,posterior
virtue,vice
place,displace
exempt,liable
upper,lower
fair,unfair
unsafe,safe
section,whole
unique,common
miss,hit
unworthy,worthy
alive,dead
madness,sanity
indoor,outdoor
inaccessible,accessible
intimate,distant
singular,plural
shrink,expand
vicious,gentle
accessible,inaccessible
bravery,cowardice
bondage,freedom
abandon,adopt
abandon,defend
abandon,occupy
abandon,seek
abandon,advocate
abandon,favor
abandon,prosecute
abandon,support
abandon,assert
abandon,haunt
abandon,protect
abandon,undertake
abandon,cherish
abandon,hold
abandon,pursue
abandon,uphold
abandon,claim
abandon,keep
abandon,retain
abandon,vindicate
abandon,court
abandon,maintain
abase,advance
abase,elevate
abase,honor
abase,raise
abase,aggrandize
abase,exalt
abase,promote
abase,uplift
abase,dignify
abash,animate
abash,cheer
abash,encourage
abash,rally
abash,buoy
abash,embolden
abash,inspirit
abash,uphold
abate,aggravate
abate,enhance
abate,foment
abate,rage
abate,amplify
abate,enlarge
abate,increase
abate,raise
abate,continue
abate,extend
abate,magnify
abate,revive
abate,develop
abet,baffle
abet,deter
abet,dissuade
abet,hinder
abet,confound
abet,disapprove
abet,expose
abet,impede
abet,counteract
abet,disconcert
abet,frustrate
abet,obstruct
abet,denounce
abet,discourage
abhor,admire
abhor,crave
abhor,esteem
abhor,love
abhor,approve
abhor,desire
abhor,like
abhor,relish
abhor,covet
abhor,enjoy
abide,abandon
abide,forfeit
abide,migrate
abide,reject
abide,avoid
abide,forfend
abide,move
abide,resist
abide,depart
abide,journey
abide,proceed
abide,shun
abolish,authorize
abolish,establish
abolish,reinstate
abolish,revive
abolish,cherish
abolish,institute
abolish,renew
abolish,set up
abolish,confirm
abolish,introduce
abolish,repair
abolish,support
abolish,continue
abolish,legalize
abolish,restore
abolish,sustain
abolish,enact
abolish,promote
abomination,affection
abomination,blessing
abomination,enjoyment
abomination,joy
abomination,appreciation
abomination,delight
abomination,esteem
abomination,satisfaction
abomination,approval
abomination,desire
abomination,gratification
abomination,treat
abomination,benefit
absolute,accountable
absolute,constitutional
absolute,gentle
absolute,lowly
absolute,responsible
absolute,complaisant
absolute,contingent
absolute,humble
absolute,meek
absolute,submissive
absolute,compliant
absolute,docile
absolute,lenient
absolute,mild
absolute,yielding
absolute,conditional
absolute,ductile
absolute,limited
absolve,accuse
absolve,charge
absolve,condemn
absolve,impeach
absolve,obligate
absolve,bind
absolve,compel
absolve,convict
absolve,inculpate
absolve,oblige
absorb,cast out
absorb,dissipate
absorb,emit
absorb,put forth
absorb,shoot forth
absorb,disgorge
absorb,distract
absorb,exude
absorb,radiate
absorb,throw off
absorb,disperse
absorb,eject
absorb,give up
absorb,send out
absorb,vomit
abstinence,drunkenness
abstinence,greed
abstinence,reveling
abstinence,sensuality
abstinence,excess
abstinence,intemperance
abstinence,revelry
abstinence,wantonness
abstinence,gluttony
abstinence,intoxication
abstinence,self-indulgence
abstract,add
abstract,complete
abstract,fill up
abstract,restore
abstract,unite
abstract,combine
abstract,conjoin
abstract,increase
abstract,strengthen
abstracted,alert
abstracted,on hand
abstracted,ready
abstracted,wide-awake
abstracted,attentive
abstracted,prompt
abstracted,thoughtful
absurd,certain
absurd,incontrovertible
absurd,rational
absurd,substantial
absurd,consistent
absurd,indisputable
absurd,reasonable
absurd,true
absurd,demonstrable
absurd,indubitable
absurd,sagacious
absurd,undeniable
absurd,demonstrated
absurd,infallible
absurd,sensible
absurd,unquestionable
absurd,established
absurd,logical
absurd,sound
absurd,wise
absurd,incontestable
abuse,applaud
abuse,conserve
abuse,favor
abuse,protect
abuse,sustain
abuse,benefit
abuse,consider
abuse,laud
abuse,regard
abuse,tend
abuse,care for
abuse,eulogize
abuse,panegyrize
abuse,respect
abuse,uphold
abuse,cherish
abuse,extol
abuse,praise
abuse,shield
abuse,vindicate
accessory,adversary
accessory,chief
accessory,foe
accessory,leader
accessory,principal
accessory,antagonist
accessory,commander
accessory,hinderer
accessory,opponent
accessory,rival
accessory,betrayer
accessory,enemy
accessory,instigator
accessory,opposer
accident,appointment
accident,decree
accident,intention
accident,ordainment
accident,preparation
accident,calculation
accident,fate
accident,law
accident,ordinance
accident,provision
accident,certainty
accident,foreordination
accident,necessity
accident,plan
accident,purpose
acquaintance,ignorance
acquaintance,ignoring
acquaintance,inexperience
acquaintance,unfamiliarity
acrimony,amiability
acrimony,gentleness
acrimony,kindness
acrimony,smoothness
acrimony,courtesy
acrimony,good nature
acrimony,mildness
acrimony,sweetness
act,cessation
act,immobility
act,inertia
act,quiet
act,suffering
act,deliberation
act,inaction
act,passion
act,[A]repose
act,suspension
act,endurance
act,inactivity
act,quiescence
act,rest
act,[A] In philosophic sense
active,dull
active,inactive
active,lazy
active,slow
active,heavy
active,indolent
active,quiescent
active,sluggish
active,idle
active,inert
active,quiet
active,stupid
acumen,bluntness
acumen,dulness
acumen,obtuseness
acumen,stupidity
add,abstract
add,diminish
add,lessen
add,remove
add,withdraw
add,deduct
add,dissever
add,reduce
add,subtract
addicted,averse
addicted,disinclined
addicted,indisposed
addicted,unaccustomed
address,avoid
address,elude
address,overlook
address,pass by
address,cut
address,ignore
address,pass
address,shun
address,awkwardness
address,clumsiness
address,ill-breeding
address,stupidity
address,boorishness
address,fatuity
address,ill manners
address,unmannerliness
address,clownishness
address,folly
address,rudeness
address,unwisdom
adequate,disqualified
adequate,inferior
adequate,unequal
adequate,unsatisfactory
adequate,useless
adequate,inadequate
adequate,insufficient
adequate,unfit
adequate,unsuitable
adequate,worthless
adequate,incompetent
adequate,poor
adequate,unqualified
adherent,adversary
adherent,betrayer
adherent,enemy
adherent,opponent
adherent,traitor
adherent,antagonist
adherent,deserter
adherent,hater
adherent,renegade
adhesive,free
adhesive,inadhesive
adhesive,loose
adhesive,separable
adjacent,detached
adjacent,disconnected
adjacent,disjoined
adjacent,distant
adjacent,remote
adjacent,separate
admire,abhor
admire,contemn
admire,detest
admire,execrate
admire,ridicule
admire,abominate
admire,despise
admire,dislike
admire,hate
admire,scorn
adorn,deface
adorn,deform
adorn,disfigure
adorn,mar
adorn,spoil
affront,conciliate
affront,content
affront,gratify
affront,honor
affront,please
agent,chief
agent,inventor
agent,originator
agent,principal
agree,contend
agree,demur
agree,disagree
agree,oppose
agree,contradict
agree,deny
agree,dispute
agree,protest
agree,decline
agree,differ
agree,dissent
agree,refuse
aim,aimlessness
aim,heedlessness
aim,negligence
aim,purposelessness
aim,avoidance
aim,neglect
aim,oversight
aim,thoughtlessness
aim,carelessness
airy,clumsy
airy,heavy
airy,ponderous
airy,sluggish
airy,wooden
airy,dull
airy,inert
airy,slow
airy,stony
alarm,assurance
alarm,calmness
alarm,confidence
alarm,repose
alarm,security
alert,drowsy
alert,dull
alert,heavy
alert,inactive
alert,slow
alert,sluggish
alert,stupid
alien,akin
alien,apropos
alien,germane
alien,proper
alien,appropriate
alien,essential
alien,pertinent
alien,relevant
alien,citizen
alien,fellow-countryman
alien,native-born inhabitant
alien,countryman
alien,native
alien,naturalized person
alike,different
alike,dissimilar
alike,distinct
alike,heterogeneous
alike,unlike
alive,dead
alive,defunct
alive,dull
alive,lifeless
alive,deceased
alive,dispirited
alive,inanimate
alive,spiritless
allay,agitate
allay,excite
allay,kindle
allay,rouse
allay,stir up
allay,arouse
allay,fan
allay,provoke
allay,stir
allegiance,disaffection
allegiance,disloyalty
allegiance,rebellion
allegiance,sedition
allegiance,treason
allegory,chronicle
allegory,fact
allegory,history
allegory,narrative
allegory,record
alleviate,aggravate
alleviate,embitter
alleviate,heighten
alleviate,intensify
alleviate,make worse
alleviate,augment
alleviate,enhance
alleviate,increase
alleviate,magnify
alliance,antagonism
alliance,disunion
alliance,enmity
alliance,schism
alliance,separation
alliance,discord
alliance,divorce
alliance,hostility
alliance,secession
alliance,war
allot,appropriate
allot,deny
allot,resume
allot,seize
allot,confiscate
allot,refuse
allot,retain
allot,withhold
allow,deny
allow,disapprove
allow,protest
allow,reject
allow,withstand
allow,disallow
allow,forbid
allow,refuse
allow,resist
allow,See also synonyms for PROHIBIT
allure,chill
allure,damp
allure,deter
allure,dissuade
allure,drive away
allure,repel
allure,warn
also,but
also,nevertheless
also,on the contrary
also,yet
also,in spite of
also,notwithstanding
also,on the other hand
alternative,compulsion
alternative,necessity
amass,disperse
amass,divide
amass,portion
amass,spend
amass,waste
amass,dissipate
amass,parcel
amass,scatter
amass,squander
amazement,anticipation
amazement,composure
amazement,expectation
amazement,preparation
amazement,steadiness
amazement,calmness
amazement,coolness
amazement,indifference
amazement,self-possession
amazement,stoicism
ambition,carelessness
ambition,contentment
ambition,humility
ambition,indifference
ambition,satisfaction
amend,aggravate
amend,debase
amend,harm
amend,mar
amend,tarnish
amend,blemish
amend,depress
amend,impair
amend,spoil
amend,vitiate
amend,corrupt
amend,deteriorate
amend,injure
amiable,acrimonious
amiable,crusty
amiable,hateful
amiable,ill-tempered
amiable,surly
amiable,churlish
amiable,disagreeable
amiable,ill-conditioned
amiable,morose
amiable,unamiable
amiable,crabbed
amiable,dogged
amiable,ill-humored
amiable,sour
amiable,unlovely
amiable,cruel
amiable,gruff
amiable,ill-natured
amiable,sullen
amid,afar from
amid,away from
amid,beyond
amid,far from
amid,outside
amid,without
amplify,abbreviate
amplify,amputate
amplify,condense
amplify,cut down
amplify,reduce
amplify,summarize
amplify,abridge
amplify,"""boil down"
amplify,"""curtail"
amplify,epitomize
amplify,retrench
amplify,sum up
analogy,disagreement
analogy,disproportion
analogy,dissimilarity
analogy,incongruity
analogy,unlikeness
anger,amiability
anger,leniency
anger,mildness
anger,peacefulness
anger,charity
anger,lenity
anger,patience
anger,self-control
anger,forbearance
anger,long-suffering
anger,peace
anger,self-restraint
anger,gentleness
anger,love
anger,peaceableness
animal,angel
animal,man
animal,mind
animal,soul
animal,substance (material)
animal,inanimate object
animal,matter
animal,mineral
animal,spirit
animal,vegetable
announce,bury
announce,cover (up)
announce,hush
announce,keep secret
announce,suppress
announce,conceal
announce,hide
announce,keep back
announce,secrete
announce,withhold
anticipate,despair of
anticipate,doubt
anticipate,dread
anticipate,fear
anticipate,recall
anticipate,recollect
anticipate,remember
anticipate,distrust
anticipation,astonishment
anticipation,despair
anticipation,dread
anticipation,fear
anticipation,surprise
anticipation,consummation
anticipation,doubt
anticipation,enjoyment
anticipation,realization
anticipation,wonder
antipathy,affinity
antipathy,attraction
antipathy,fellow-feeling
antipathy,kindliness
antipathy,sympathy
antipathy,agreement
antipathy,congeniality
antipathy,harmony
antipathy,regard
antique,fashionable
antique,fresh
antique,modern
antique,modish
antique,new
antique,recent
antique,stylish
anxiety,apathy
anxiety,calmness
anxiety,confidence
anxiety,light-heartedness
anxiety,satisfaction
anxiety,assurance
anxiety,carelessness
anxiety,ease
anxiety,nonchalance
anxiety,tranquillity
apathy,agitation
apathy,disturbance
apathy,feeling
apathy,sensibility
apathy,sympathy
apathy,alarm
apathy,eagerness
apathy,frenzy
apathy,sensitiveness
apathy,turbulence
apathy,anxiety
apathy,emotion
apathy,fury
apathy,storm
apathy,vehemence
apathy,care
apathy,excitement
apathy,passion
apathy,susceptibility
apathy,violence
apathy,distress
apiece,accumulatively
apiece,confusedly
apiece,indiscriminately
apiece,together
apiece,unitedly
apiece,collectively
apiece,_en masse_
apiece,synthetically
apology,accusation
apology,charge
apology,condemnation
apology,injury
apology,offense
apology,censure
apology,complaint
apology,imputation
apology,insult
apology,wrong
apparent,doubtful
apparent,dubious
apparent,improbable
apparent,unimaginable
apparent,unlikely
appear,be
appear,be certain
appear,real
appear,_or_ true
appear,be the fact
appear,exist
appendage,main body
appendage,original
appendage,total
appendage,whole
appetite,antipathy
appetite,disgust
appetite,distaste
appetite,indifference
appetite,repugnance
appetite,aversion
appetite,dislike
appetite,hatred
appetite,loathing
appetite,repulsion
appetite,detestation
appetite,disrelish
appetite,Compare ANTIPATHY
apportion,cling to
apportion,consolidate
apportion,gather together
apportion,receive
apportion,collect
apportion,divide arbitrarily
apportion,keep together
apportion,retain
approximation,difference
approximation,distance
approximation,error
approximation,remoteness
approximation,unlikeness
approximation,variation
arraign,acquit
arraign,discharge
arraign,exonerate
arraign,overlook
arraign,release
arraign,condone
arraign,excuse
arraign,forgive
arraign,pardon
arraign,set free
arrest,discharge
arrest,dismiss
arrest,free
arrest,liberate
arrest,release
arrest,set free
artifice,artlessness
artifice,frankness
artifice,ingenuousness
artifice,openness
artifice,sincerity
artifice,candor
artifice,guilelessness
artifice,innocence
artifice,simplicity
artifice,truth
artifice,fairness
artifice,honesty
ask,claim
ask,deny
ask,enforce
ask,exact
ask,extort
ask,insist
ask,refuse
ask,reject
ask,command
associate,antagonist
associate,foe
associate,hinderer
associate,opponent
associate,opposer
associate,rival
associate,stranger
associate,enemy
association,disintegration
association,independence
association,isolation
association,separation
association,solitude
assurance,bashfulness
assurance,consternation
assurance,distrust
assurance,hesitancy
assurance,shyness
assurance,confusion
assurance,dismay
assurance,doubt
assurance,misgiving
assurance,timidity
astute,blind
astute,idiotic
astute,shallow
astute,stolid
astute,undiscerning
astute,dull
astute,imbecile
astute,short-sighted
astute,stupid
astute,unintelligent
attachment,alienation
attachment,aversion
attachment,distance
attachment,estrangement
attachment,repugnance
attachment,animosity
attachment,coolness
attachment,divorce
attachment,indifference
attachment,separation
attachment,antipathy
attachment,dislike
attachment,enmity
attachment,opposition
attachment,severance
attack,aid
attack,cover
attack,protect
attack,shelter
attack,support
attack,uphold
attack,befriend
attack,defend
attack,resist
attack,shield
attack,sustain
attack,withstand
attack,defense
attack,repulsion
attack,resistance
attack,retreat
attack,submission
attack,surrender
attain,abandon
attain,fail
attain,forfeit
attain,give up
attain,let go
attain,lose
attain,miss
attribute,deny
attribute,disconnect
attribute,dissociate
attribute,separate
attribute,sever
attribute,sunder
attribute,being
attribute,essence
attribute,nature
attribute,substance
augur,assure
augur,demonstrate
augur,establish
augur,make sure
augur,settle
augur,calculate
augur,determine
augur,insure
augur,prove
augur,warrant
authentic,apocryphal
authentic,counterfeit
authentic,exploded
authentic,false
authentic,spurious
authentic,baseless
authentic,disputed
authentic,fabulous
authentic,fictitious
authentic,unauthorized
auxiliary,antagonist
auxiliary,hinderer
auxiliary,opponent
auxiliary,opposer
avaricious,bountiful
avaricious,free
avaricious,generous
avaricious,liberal
avaricious,munificent
avaricious,prodigal
avaricious,wasteful
avow,contradict
avow,deny
avow,disavow
avow,disclaim
avow,disown
avow,ignore
avow,repudiate
awful,base
awful,contemptible
awful,inferior
awful,paltry
awful,beggarly
awful,despicable
awful,lowly
awful,undignified
awful,commonplace
awful,humble
awful,mean
awful,vulgar
awkward,adroit
awkward,clever
awkward,dexterous
awkward,handy
awkward,skilful
axiom,absurdity
axiom,contradiction
axiom,demonstration
axiom,nonsense
axiom,paradox
axiom,sophism
barbarous,civilized
barbarous,cultured
barbarous,elegant
barbarous,humane
barbarous,polite
barbarous,tender
barbarous,courtly
barbarous,delicate
barbarous,graceful
barbarous,nice
barbarous,refined
barbarous,urbane
barrier,admittance
barrier,opening
barrier,road
barrier,transit
barrier,entrance
barrier,passage
barrier,thoroughfare
barrier,way
battle,armistice
battle,concord
battle,peace
battle,suspension of hostilities
battle,truce
beat,fail
beat,fall
beat,get the worst of
beat,go down
beat,go under
beat,surrender
beat,Almost all antonyms in this class are passive
beat,and can be formed
beat,indefinitely from the conquering words by the use of the auxiliary _be_;
beat,as
beat,be beaten
beat,be defeated
beat,be conquered
beat,etc
beautiful,awkward
beautiful,frightful
beautiful,grotesque
beautiful,repulsive
beautiful,uncouth
beautiful,clumsy
beautiful,ghastly
beautiful,hideous
beautiful,shocking
beautiful,ungainly
beautiful,deformed
beautiful,grim
beautiful,horrid
beautiful,ugly
beautiful,unlovely
beautiful,disgusting
beautiful,grisly
beautiful,odious
beautiful,unattractive
beautiful,unpleasant
because,altho
because,however
because,nevertheless
because,notwithstanding
because,yet
because,Compare synonyms for BUT; NOTWITHSTANDING
becoming,awkward
becoming,ill-fitting
becoming,indecent
becoming,unbecoming
becoming,unseemly
becoming,ill-becoming
becoming,improper
becoming,indecorous
becoming,unfit
becoming,unsuitable
beginning,See synonyms for END
benevolence,barbarity
benevolence,greediness
benevolence,ill-will
benevolence,malignity
benevolence,self-seeking
benevolence,brutality
benevolence,harshness
benevolence,inhumanity
benevolence,niggardliness
benevolence,stinginess
benevolence,churlishness
benevolence,illiberality
benevolence,malevolence
benevolence,selfishness
benevolence,unkindness
bind,free
bind,loose
bind,set free
bind,unbind
bind,unfasten
bind,unloose
bind,untie
bitter,dulcet
bitter,honeyed
bitter,luscious
bitter,nectared
bitter,saccharine
bitter,sweet
bleach,blacken
bleach,color
bleach,darken
bleach,dye
bleach,soil
bleach,stain
bluff,bland
bluff,genial
bluff,polished
bluff,polite
bluff,refined
bluff,reserved
bluff,urbane
bluff,courteous
body,intellect
body,intelligence
body,mind
body,soul
body,spirit
both,each
both,either
both,every
both,neither
both,none
both,no one
both,not any
boundary,center
boundary,citadel
boundary,estate
boundary,inside
boundary,interior
boundary,land
boundary,region
boundary,territory
brave,afraid
brave,cringing
brave,fearful
brave,pusillanimous
brave,timid
brave,cowardly
brave,faint-hearted
brave,frightened
brave,shrinking
brave,timorous
break,attach
break,bind
break,fasten
break,join
break,mend
break,secure
break,solder
break,unite
break,weld
brutish,elevated
brutish,exalted
brutish,great
brutish,intellectual
brutish,noble
brutish,enlightened
brutish,grand
brutish,humane
brutish,intelligent
brutish,refined
burn,cool
burn,extinguish
burn,put out
burn,smother
burn,stifle
burn,subdue
call,be silent
call,be still
call,hark
call,hearken
call,hush
call,list
call,listen
calm,agitated
calm,excited
calm,frenzied
calm,passionate
calm,ruffled
calm,violent
calm,boisterous
calm,fierce
calm,furious
calm,raging
calm,stormy
calm,wild
calm,disturbed
calm,frantic
calm,heated
calm,roused
calm,turbulent
calm,wrathful
cancel,approve
cancel,enact
cancel,establish
cancel,perpetuate
cancel,reenact
cancel,uphold
cancel,confirm
cancel,enforce
cancel,maintain
cancel,record
cancel,sustain
cancel,write
candid,adroit
candid,cunning
candid,diplomatic
candid,intriguing
candid,sharp
candid,subtle
candid,artful
candid,deceitful
candid,foxy
candid,knowing
candid,shrewd
candid,tricky
candid,crafty
candid,designing
candid,insincere
candid,maneuvering
candid,sly
candid,wily
care,carelessness
care,inattention
care,negligence
care,oversight
care,remissness
care,disregard
care,indifference
care,omission
care,recklessness
care,slight
care,heedlessness
care,neglect
caress,See synonyms for AFFRONT
carry,drop
carry,fall under
carry,give up
carry,let go
carry,shake off
carry,throw down
carry,throw off
catastrophe,benefit
catastrophe,boon
catastrophe,favor
catastrophe,pleasure
catastrophe,prosperity
catastrophe,blessing
catastrophe,comfort
catastrophe,help
catastrophe,privilege
catastrophe,success
catch,fail of
catch,give up
catch,lose
catch,release
catch,throw aside
catch,fall short of
catch,let go
catch,miss
catch,restore
catch,throw away
cause,consequence
cause,development
cause,end
cause,fruit
cause,outcome
cause,product
cause,creation
cause,effect
cause,event
cause,issue
cause,outgrowth
cause,result
cease,begin
cease,inaugurate
cease,originate
cease,set going
cease,set on foot
cease,commence
cease,initiate
cease,set about
cease,set in operation
cease,start
cease,enter upon
cease,institute
celebrate,contemn
celebrate,dishonor
celebrate,forget
celebrate,neglect
celebrate,profane
celebrate,despise
celebrate,disregard
celebrate,ignore
celebrate,overlook
celebrate,violate
center,bound
center,boundary
center,circumference
center,perimeter
center,rim
chagrin,delight
chagrin,exultation
chagrin,glory
chagrin,rejoicing
chagrin,triumph
change,abide
change,continue
change,hold
change,persist
change,retain
change,bide
change,endure
change,keep
change,remain
change,stay
change,constancy
change,fixedness
change,invariability
change,steadiness
change,continuance
change,fixity
change,permanence
change,unchangeableness
change,firmness
change,identity
change,persistence
change,uniformity
cherish,See synonyms for ABANDON; CHASTEN
choose,cast away
choose,decline
choose,dismiss
choose,refuse
choose,repudiate
choose,cast out
choose,disclaim
choose,leave
choose,reject
choose,throw aside
circumlocution,brevity
circumlocution,compression
circumlocution,condensation
circumlocution,plainness
circumlocution,succinctness
circumlocution,compactness
circumlocution,conciseness
circumlocution,directness
circumlocution,shortness
circumlocution,terseness
cleanse,befoul
cleanse,bespatter
cleanse,debase
cleanse,deprave
cleanse,soil
cleanse,stain
cleanse,taint
cleanse,besmear
cleanse,contaminate
cleanse,defile
cleanse,pollute
cleanse,spoil
cleanse,sully
cleanse,vitiate
cleanse,besmirch
cleanse,corrupt
clear,ambiguous
clear,dim
clear,foggy
clear,mysterious
clear,opaque
clear,unintelligible
clear,cloudy
clear,dubious
clear,indistinct
clear,obscure
clear,turbid
clear,vague
clever,awkward
clever,clumsy
clever,foolish
clever,ignorant
clever,slow
clever,thick-headed
clever,bungling
clever,dull
clever,idiotic
clever,senseless
clever,stupid
clever,witless
collision,agreement
collision,coincidence
collision,concord
collision,conformity
collision,unison
collision,amity
collision,concert
collision,concurrence
collision,harmony
collision,unity
comfortable,cheerless
comfortable,discontented
comfortable,distressed
comfortable,forlorn
comfortable,uncomfortable
comfortable,disagreeable
comfortable,dissatisfied
comfortable,dreary
comfortable,miserable
comfortable,wretched
company,dispersion
company,loneliness
company,privacy
company,retirement
company,seclusion
company,solitude
compel,See synonyms for HINDER
complain,applaud
complain,approve
complain,commend
complain,eulogize
complain,laud
complain,praise
complex,clear
complex,homogeneous
complex,plain
complex,uncombined
complex,uniform
complex,direct
complex,obvious
complex,simple
complex,uncompounded
complex,unraveled
condemn,absolve
condemn,applaud
condemn,exonerate
condemn,pardon
condemn,acquit
condemn,approve
condemn,justify
condemn,praise
confess,cloak
confess,deny
confess,disown
confess,hide
confess,screen
confess,conceal
confess,disavow
confess,dissemble
confess,mask
confess,secrete
confess,cover
confess,disguise
confess,dissimulate
confess,repudiate
confess,veil
confirm,abrogate
confirm,cancel
confirm,overthrow
confirm,shatter
confirm,upset
confirm,annul
confirm,destroy
confirm,shake
confirm,unsettle
confirm,weaken
congratulate,condole with
congratulate,console
conquer,capitulate
conquer,fail
conquer,fly
conquer,lose
conquer,retire
conquer,submit
conquer,surrender
conquer,cede
conquer,fall
conquer,forfeit
conquer,resign
conquer,retreat
conquer,succumb
conquer,yield
conscious,cold
conscious,dead
conscious,deaf
conscious,ignorant
conscious,insensible
conscious,unaware
conscious,unconscious
console,annoy
console,distress
console,disturb
console,grieve
console,hurt
console,sadden
console,trouble
console,wound
convey,cling to
convey,hold
convey,keep
convey,possess
convey,preserve
convey,retain
convoke,adjourn
convoke,disband
convoke,dismiss
convoke,dissolve
convoke,scatter
convoke,break up
convoke,discharge
convoke,disperse
convoke,prorogue
convoke,separate
criminal,innocent
criminal,lawful
criminal,meritorious
criminal,right
criminal,just
criminal,legal
criminal,moral
criminal,virtuous
daily,nightly
daily,nocturnal
danger,defense
danger,immunity
danger,protection
danger,safeguard
danger,safety
danger,security
danger,shelter
dark,bright
dark,crystalline
dark,glowing
dark,lucid
dark,shining
dark,brilliant
dark,dazzling
dark,illumined
dark,luminous
dark,transparent
dark,clear
dark,gleaming
dark,light
dark,radiant
dark,white
dark,Compare synonyms for LIGHT
deception,candor
deception,frankness
deception,honesty
deception,simplicity
deception,truth
deception,fair dealing
deception,guilelessness
deception,openness
deception,sincerity
deception,veracity
defense,abandonment
defense,betrayal
defense,capitulation
defense,desertion
defense,flight
defense,surrender
defile,clean
defile,cleanse
defile,disinfect
defile,hallow
defile,purify
defile,sanctify
defile,wash
delicious,acrid
delicious,loathsome
delicious,nauseous
delicious,repulsive
delicious,unpalatable
delicious,unsavory
delicious,bitter
delightful,depressing
delightful,hateful
delightful,miserable
delightful,painful
delightful,woful
delightful,disappointing
delightful,horrible
delightful,mournful
delightful,saddening
delightful,wretched
delightful,distressing
delightful,melancholy
delusion,actuality
delusion,certainty
delusion,fact
delusion,reality
delusion,truth
delusion,verity
demolish,build
demolish,construct
demolish,create
demolish,make
demolish,repair
demolish,restore
desire,See synonyms for ANTIPATHY
despair,anticipation
despair,confidence
despair,encouragement
despair,expectation
despair,hopefulness
despair,assurance
despair,courage
despair,expectancy
despair,hope
despair,trust
despair,cheer
despair,elation
die,be born
die,come into being
die,flourish
die,rise again
die,begin
die,come to life
die,grow
die,rise from the dead
die,be immortal
die,exist
die,live
die,survive
difference,agreement
difference,harmony
difference,likeness
difference,sameness
difference,uniformity
difference,consonance
difference,identity
difference,resemblance
difference,similarity
difference,unity
difficult,easy
difficult,facile
difficult,light
difficult,pleasant
difficult,slight
difficult,trifling
difficult,trivial
discover,See synonyms for HIDE
disease,health
disease,robustness
disease,soundness
disease,strength
disease,sturdiness
disease,vigor
disparage,See synonyms for PRAISE
displace,adjust
displace,assort
displace,dispose
displace,order
displace,put in order
displace,set in order
displace,array
displace,classify
displace,group
displace,place
displace,put in place
displace,sort
do,baffle
do,defeat
do,fail
do,mar
do,miss
do,ruin
do,come short
do,destroy
do,frustrate
do,miscarry
do,neglect
do,spoil
docile,determined
docile,inflexible
docile,opinionated
docile,self-willed
docile,wilful
docile,dogged
docile,intractable
docile,resolute
docile,stubborn
docile,unyielding
docile,firm
docile,obstinate
doubt,believe
doubt,depend on
doubt,depend upon
doubt,rely on
doubt,rely upon
doubt,trust
doubt,confide in
doubt,assurance
doubt,certainty
doubt,conviction
doubt,determination
doubt,resolution
doubt,belief
doubt,confidence
doubt,decision
doubt,persuasion
doubt,resolve
draw,alienate
draw,estrange
draw,rebuff
draw,reject
draw,repel
draw,repulse
draw,See synonyms for DRIVE
dream,certainty
dream,fact
dream,reality
dream,realization
dream,substance
dream,verity
dress,bareness
dress,dishabille
dress,exposure
dress,nakedness
dress,nudity
dress,undress
dress,disarray
drive,See synonyms for DRAW
duplicate,archetype
duplicate,model
duplicate,original
duplicate,pattern
duplicate,prototype
eager,apathetic
eager,cool
eager,indifferent
eager,regardless
eager,unconcerned
eager,calm
eager,dispassionate
eager,negligent
eager,stolid
eager,uninterested
eager,careless
eager,frigid
eager,phlegmatic
eager,stony
eager,unmindful
eager,cold
eager,heedless
eager,purposeless
eager,stupid
eager,unmoved
ease,annoyance
ease,difficulty
ease,irritation
ease,trouble
ease,vexation
ease,awkwardness
ease,discomfort
ease,perplexity
ease,uneasiness
ease,worry
ease,constraint
ease,disquiet
education,ignorance
education,illiteracy
education,Compare synonyms for IGNORANT
effrontery,bashfulness
effrontery,diffidence
effrontery,sensitiveness
effrontery,shyness
effrontery,coyness
effrontery,modesty
effrontery,shrinking
effrontery,timidity
egotism,bashfulness
egotism,humility
egotism,self-forgetfulness
egotism,unobtrusiveness
egotism,deference
egotism,modesty
egotism,shyness
egotism,unostentatiousness
egotism,diffidence
egotism,self-distrust
end,See synonyms for BEGIN
end,See synonyms for BEGINNING
endeavor,abandon
endeavor,give up
endeavor,omit
endeavor,throw away
endeavor,dismiss
endeavor,let go
endeavor,overlook
endeavor,throw over
endeavor,drop
endeavor,neglect
endeavor,pass by
endeavor,throw up
endure,break
endure,despair
endure,fail
endure,fall
endure,give out
endure,sink
endure,surrender
endure,break down
endure,droop
endure,faint
endure,falter
endure,give up
endure,succumb
endure,yield
enemy,abettor
enemy,accessory
enemy,accomplice
enemy,ally
enemy,friend
enemy,helper
enemy,supporter
enmity,agreement
enmity,amity
enmity,friendship
enmity,kindliness
enmity,regard
enmity,alliance
enmity,concord
enmity,harmony
enmity,kindness
enmity,sympathy
entertain,annoy
entertain,bore
entertain,busy
entertain,disquiet
entertain,distract
entertain,disturb
entertain,tire
entertain,weary
entertainment,ennui
entertainment,fatigue
entertainment,labor
entertainment,lassitude
entertainment,toil
entertainment,weariness
entertainment,work
enthusiasm,calculation
enthusiasm,caution
enthusiasm,deadness
enthusiasm,indifference
enthusiasm,policy
enthusiasm,timidity
enthusiasm,calmness
enthusiasm,coldness
enthusiasm,dulness
enthusiasm,lukewarmness
enthusiasm,prudence
enthusiasm,wariness
